Index,Variant,"Major area, region, country or area",Notes,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
128,Estimates,United Arab Emirates,,784,69.59,67.65,69.222,72.342,75.607,78.182,79.821,80.841,82.049,84.598,89.608,97.727,108.774,121.574,134.411,146.341,156.89,167.36,180.762,201.157,231.529,272.211,322.439,382.599,452.848,532.742,623.45,723.617,827.191,926.112,1014.825,1090.66,1155.765,1215.38,1277.3,1347.218,1426.915,1514.798,1609.17,1707.085,1806.498,1908.002,2012.977,2121.143,2232.159,2346.305,2470.81,2608.993,2753.498,2893.648,3026.352,3132.104,3223.969,3369.254,3658.658,4148.883,4875.639,5797.347,6798.635,7718.319,8441.537
129,Estimates,Yemen,,887,4661.279,4668.072,4685.647,4712.37,4746.998,4788.684,4836.995,4891.894,4953.669,5022.832,5099.785,5184.477,5276.093,5372.934,5472.775,5573.959,5677.339,5783.454,5890.204,5994.901,6096.574,6193.897,6290.197,6394.922,6520.69,6676.714,6866.63,7088.585,7339.452,7613.672,7906.977,8220.933,8557.021,8910.83,9276.622,9651.313,10028.064,10409.987,10815.614,11270.427,11790.249,12384.543,13040.955,13726.827,14396.72,15018.201,15578.64,16088.019,16564.235,17035.531,17522.537,18029.989,18551.068,19081.306,19612.696,20139.661,20661.714,21182.162,21703.571,22229.625,22763.008
130,Estimates,EUROPE,,908,549043.373,554239.112,559755.611,565441.151,571183.982,576912.321,582596.495,588246.806,593907.162,599644.5,605516.913,611539.809,617656.137,623723.702,629551.212,635004.324,640020.908,644645.146,648980.326,653183.695,657369.142,661569.309,665746.632,669861.415,673848.291,677661.531,681297.669,684781.492,688129.163,691365.103,694510.142,697550.267,700485.326,703364.979,706254.186,709189.446,712193.564,715224.017,718170.624,720882.634,723248.103,725254.922,726928.088,728242.778,729179.476,729743.075,729910.75,729735.736,729395.819,729127.234,729105.436,729384.018,729934.262,730743.749,731770.121,732969.545,734361.147,735928.893,737546.289,739046.575,740308.364
131,Estimates,Eastern Europe,,923,220144.176,223375.506,226760.579,230235.248,233744.568,237242.808,240693.697,244070.183,247353.656,250532.7,253599.267,256544.649,259355.91,262014.368,264499.915,266803.677,268914.84,270851.4,272670.08,274447.937,276242.934,278075.478,279938.466,281828.127,283730.756,285635.22,287543.25,289458.374,291371.577,293270.71,295144.735,296974.674,298752.112,300487.304,302197.545,303885.474,305559.498,307184.917,308669.189,309890.877,310763.222,311257.64,311398.663,311220.696,310782.011,310132.964,309292.392,308271.212,307106.313,305839.522,304511.573,303127.417,301714.396,300359.991,299172.043,298221.69,297553.994,297136.066,296862.925,296582.583,296183.403
132,Estimates,Belarus,,112,7745.003,7717.694,7711.019,7724.116,7755.604,7803.585,7865.603,7938.685,8019.456,8104.335,8190.113,8274.578,8357.056,8438.641,8521.541,8607.137,8695.532,8785.232,8874.173,8959.621,9039.648,9113.605,9182.128,9246.214,9307.456,9367.178,9425.264,9481.733,9538.216,9596.753,9658.658,9724.027,9791.955,9861.395,9930.816,9998.629,10065.016,10128.929,10186.074,10230.977,10259.86,10270.813,10265.144,10246.346,10219.676,10189.075,10156.258,10120.556,10080.772,10034.775,9981.46,9920.173,9852.866,9784.111,9719.991,9664.714,9620.359,9585.368,9555.801,9525.785,9491.07
133,Estimates,Bulgaria,,100,7250.999,7303.773,7359.997,7418.765,7479.367,7541.295,7604.251,7668.139,7733.026,7799.095,7866.472,7935.058,8004.367,8073.469,8141.171,8206.564,8269.118,8328.838,8386.016,8441.214,8494.765,8546.81,8596.962,8644.419,8688.112,8727.332,8761.231,8790.072,8815.565,8840.131,8865.235,8891.245,8916.713,8939.007,8954.518,8960.387,8956.741,8943.721,8918.66,8878.348,8821.111,8745.409,8653.532,8552.438,8451.634,8358.116,8274.592,8199.715,8131.424,8065.947,8000.51,7934.973,7870.488,7806.995,7744.575,7683.264,7622.852,7563.141,7504.206,7446.197,7389.175
134,Estimates,Czech Republic,,203,8876.26,8976.316,9070.798,9158.695,9239.348,9312.452,9378.067,9436.611,9488.804,9535.605,9577.974,9616.644,9651.9,9683.497,9710.91,9734.088,9752.896,9768.538,9783.916,9802.804,9827.923,9859.724,9897.446,9940.946,9989.681,10042.72,10100.887,10162.97,10223.499,10275.277,10313.309,10335.336,10343.169,10340.974,10335.037,10330.08,10327.002,10324.764,10323.823,10324.261,10325.976,10329.999,10336.249,10342.095,10343.892,10339.223,10327.823,10311.228,10291.153,10270.096,10250.398,10231.435,10214.07,10203.846,10207.862,10230.683,10274.906,10337.782,10411.836,10486.434,10553.701
135,Estimates,Hungary,,348,9337.723,9478.11,9595.219,9691.114,9768.149,9828.971,9876.547,9914.136,9945.194,9973.216,10001.27,10031.496,10064.667,10099.999,10135.688,10170.472,10204.575,10238.93,10273.73,10309.211,10345.553,10381.705,10417.419,10454.502,10495.442,10541.344,10593.989,10650.975,10704.187,10742.694,10759.022,10750.27,10719.749,10673.963,10622.559,10572.975,10526.561,10482.364,10442.721,10409.854,10385.061,10370.223,10364.661,10363.797,10361.134,10351.994,10334.876,10311.227,10282.937,10253.11,10224.113,10196.13,10168.591,10142.243,10117.872,10095.964,10077.017,10060.786,10046.058,10031.096,10014.633
136,Estimates,Poland,,616,24824.013,25314.47,25820.531,26333.581,26846.197,27352.141,27846.393,28325.122,28785.612,29226.134,29645.579,30043.052,30417.527,30767.695,31092.387,31391.825,31665.357,31916.198,32153.418,32388.976,32632.056,32885.917,33150.211,33425.917,33712.864,34010.619,34318.525,34636.166,34963.075,35298.569,35640.731,35990.055,36342.382,36685.429,37003.322,37284.545,37523.786,37723.245,37888.376,38028.328,38149.944,38255.349,38342.766,38410.794,38456.866,38479.899,38480.234,38461.279,38428.791,38390.217,38351.437,38314.744,38280.547,38250.426,38225.455,38206.337,38194.163,38189.136,38189.735,38193.591,38198.754
137,Estimates,Republic of Moldova,13,498,2341.003,2381.443,2432.096,2491.068,2556.588,2627.007,2700.796,2776.552,2852.995,2928.987,3003.557,3075.927,3145.546,3212.094,3275.457,3335.625,3392.084,3444.85,3495.134,3544.635,3594.516,3645.515,3697.153,3747.925,3795.653,3838.911,3876.947,3910.636,3942.141,3974.506,4009.843,4048.617,4089.86,4132.44,4174.621,4214.911,4252.908,4288.282,4319.64,4345.351,4364.114,4375.448,4379.153,4374.636,4361.36,4339.081,4308.05,4268.774,4221.726,4167.552,4107.184,4040.579,3969.04,3896.494,3827.963,3767.077,3715.541,3672.638,3636.51,3604.078,3573.024
138,Estimates,Romania,,642,16236.292,16504.785,16736.239,16952.132,17167.31,17389.991,17621.394,17856.107,18083.191,18288.022,18457.807,18587.473,18684.82,18772.723,18882.884,19037.432,19244.957,19496.93,19777.252,20061.59,20331.839,20582.709,20818.382,21041.408,21257.33,21469.734,21679.235,21882.393,22074.227,22248.102,22399.772,22524.816,22625.516,22712.306,22799.867,22897.617,23011.308,23134.692,23250.69,23335.356,23372.101,23355.868,23293.93,23197.35,23082.816,22963.512,22841.943,22717.415,22596.183,22484.94,22388.354,22310.092,22249.564,22201.592,22158.163,22113.264,22065.409,22015.937,21964.962,21913.311,21861.476
139,Estimates,Russian Federation,,643,102798.657,104373.108,106088.17,107886.777,109721.636,111555.224,113360.147,115118.779,116822.207,118468.445,120057.109,121583.74,123034.827,124385.679,125606.459,126679.945,127594.996,128368.424,129046.505,129693.358,130357.806,131057.445,131787.816,132548.741,133332.694,134134.567,134956.991,135806.537,136685.318,137595.14,138535.754,139498.48,140476.522,141472.09,142489.232,143524.125,144581.921,145641.178,146639.276,147494.499,148148.752,148577.986,148798.341,148842.678,148763.601,148602.147,148375.246,148079.919,147715.55,147275.875,146762.881,146170.247,145520.813,144879.644,144331.352,143932.966,143715.023,143652.377,143677.033,143689.741,143617.913
140,Estimates,Slovakia,,703,3436.574,3509.957,3585.96,3662.707,3738.674,3812.696,3883.977,3952.08,4016.885,4078.531,4137.224,4193.035,4245.726,4294.673,4339.082,4378.613,4412.907,4442.799,4470.632,4499.554,4531.874,4568.274,4608.266,4651.493,4697.153,4744.482,4793.633,4844.392,4895.13,4943.732,4988.654,5029.208,5065.658,5098.607,5129.108,5157.959,5185.162,5210.468,5234.146,5256.497,5277.709,5298.036,5317.386,5335.164,5350.537,5362.95,5372.351,5379.101,5383.59,5386.384,5388.01,5388.448,5387.913,5387.441,5388.338,5391.489,5397.396,5405.718,5415.434,5425.044,5433.437
141,Estimates,Ukraine,,804,37297.652,37815.85,38360.55,38916.293,39471.695,40019.446,40556.522,41083.972,41606.286,42130.33,42662.162,43203.646,43749.474,44285.898,44794.336,45261.976,45682.418,46060.661,46409.304,46746.974,47086.954,47433.774,47782.683,48126.562,48454.371,48758.333,49036.548,49292.5,49530.219,49755.806,49973.757,50182.62,50380.588,50571.093,50758.465,50944.246,51129.093,51307.274,51465.783,51587.406,51658.594,51678.509,51647.501,51555.398,51390.495,51146.967,50821.019,50421.998,49974.187,49510.626,49057.226,48620.596,48200.504,47807.199,47450.472,47135.932,46871.328,46653.183,46461.35,46267.306,46050.22
142,Estimates,Northern Europe,,924,78029.913,78255.254,78536.74,78860.864,79217.714,79600.971,80008.135,80440.304,80901.514,81397.68,81933.328,82508.159,83114.005,83733.534,84343.936,84927.724,85477.388,85993.366,86476.045,86928.87,87354.175,87751.883,88119.368,88454.041,88752.726,89014.273,89239.13,89431.6,89599.495,89753.091,89901.235,90044.995,90186.757,90338.011,90512.607,90719.518,90965.703,91246.809,91546.329,91840.591,92112.722,92358.176,92582.899,92793.399,93000.334,93212.308,93431.421,93657.639,93895.287,94149.056,94423.086,94717.874,95035.159,95381.355,95764.15,96188.025,96656.069,97164.147,97700.324,98248.034,98794.753
143,Estimates,Channel Islands,14,830,102.235,102.965,103.653,104.314,104.962,105.608,106.271,106.967,107.712,108.526,109.419,110.399,111.463,112.595,113.778,114.992,116.226,117.475,118.726,119.971,121.196,122.413,123.611,124.728,125.68,126.417,126.906,127.19,127.394,127.694,128.213,128.988,129.983,131.158,132.451,133.804,135.227,136.716,138.186,139.528,140.669,141.568,142.258,142.822,143.388,144.05,144.832,145.709,146.669,147.682,148.725,149.799,150.908,152.039,153.174,154.298,155.406,156.497,157.554,158.565,159.518
144,Estimates,Denmark,,208,4268.27,4308.324,4345.218,4379.141,4410.435,4439.594,4467.279,4494.306,4521.598,4550.129,4580.708,4613.769,4649.179,4686.155,4723.496,4760.262,4796.157,4831.242,4865.343,4898.35,4930.118,4960.476,4989.146,5015.766,5039.92,5061.289,5079.962,5095.956,5108.836,5118.065,5123.435,5124.807,5122.81,5118.966,5115.308,5113.408,5113.767,5116.351,5121.511,5129.472,5140.332,5154.309,5171.304,5190.631,5211.321,5232.582,5254.383,5276.683,5298.68,5319.41,5338.283,5354.684,5368.994,5382.853,5398.558,5417.692,5440.923,5467.551,5496.104,5524.427,5550.959
145,Estimates,Estonia,,233,1100.998,1113.247,1125.245,1136.906,1148.217,1159.238,1170.105,1181.025,1192.265,1204.117,1216.831,1230.521,1245.098,1260.239,1275.471,1290.437,1305.025,1319.284,1333.213,1346.854,1360.236,1373.336,1386.099,1398.497,1410.492,1422.07,1433.207,1443.926,1454.309,1464.468,1474.487,1483.938,1492.704,1501.49,1511.272,1522.477,1536.023,1551,1563.826,1569.664,1565.32,1549.232,1523.16,1491.338,1459.829,1433.076,1412.522,1397.071,1385.531,1375.744,1366.117,1356.549,1347.674,1339.453,1331.928,1325.112,1318.893,1313.138,1307.827,1302.965,1298.533
146,Estimates,Faeroe Islands,,234,31.504,31.287,31.218,31.292,31.497,31.818,32.233,32.715,33.236,33.762,34.266,34.73,35.153,35.55,35.946,36.363,36.804,37.258,37.718,38.164,38.587,38.983,39.36,39.731,40.116,40.529,40.974,41.447,41.946,42.468,43.01,43.559,44.105,44.661,45.239,45.84,46.501,47.194,47.789,48.105,48.031,47.496,46.58,45.512,44.609,44.099,44.058,44.413,45.05,45.788,46.491,47.135,47.751,48.308,48.782,49.157,49.414,49.554,49.601,49.6,49.581
147,Estimates,Finland,15,246,4008.299,4049.689,4095.13,4142.353,4189.559,4235.423,4279.108,4320.25,4358.901,4395.427,4430.228,4463.432,4494.623,4522.727,4546.343,4564.69,4577.033,4584.264,4589.226,4595.807,4606.74,4623.389,4644.847,4668.813,4691.818,4711.459,4726.803,4738.949,4749.94,4762.758,4779.454,4800.899,4826.135,4853.196,4879.222,4902.219,4921.293,4937.259,4951.886,4967.776,4986.705,5009.381,5034.898,5061.465,5086.499,5108.176,5126.021,5140.755,5153.229,5164.78,5176.482,5188.33,5200.259,5213.213,5228.34,5246.368,5267.817,5292.261,5318.297,5343.927,5367.693
148,Estimates,Iceland,,352,142.656,144.928,147.681,150.779,154.11,157.584,161.136,164.721,168.318,171.919,175.52,179.106,182.64,186.056,189.276,192.251,194.935,197.356,199.634,201.941,204.392,207.05,209.868,212.731,215.465,217.958,220.162,222.142,224.019,225.972,228.127,230.525,233.121,235.86,238.647,241.411,244.145,246.867,249.563,252.219,254.83,257.387,259.895,262.383,264.893,267.454,270.089,272.798,275.568,278.376,281.214,284.056,286.929,289.925,293.17,296.745,300.693,304.957,309.394,313.804,318.042
149,Estimates,Ireland,,372,2913.093,2920.751,2923.772,2921.447,2913.71,2901.138,2884.994,2867.184,2850.126,2836.552,2828.866,2828.48,2835.225,2847.096,2860.971,2874.705,2887.463,2900.342,2915.408,2935.63,2963.004,2997.888,3039.103,3085.185,3133.998,3183.722,3233.867,3284.039,3332.601,3377.656,3417.754,3452.545,3482.03,3505.673,3523.018,3534.064,3538.482,3537.209,3533.146,3530.154,3531.185,3537.591,3549.266,3565.915,3586.646,3610.918,3638.411,3669.799,3706.616,3750.879,3803.741,3865.839,3935.875,4010.652,4085.79,4158.002,4226.104,4290.537,4351.657,4410.422,4467.561
150,Estimates,Isle of Man,,833,55.253,55.264,54.906,54.258,53.398,52.409,51.374,50.379,49.507,48.839,48.441,48.353,48.58,49.089,49.818,50.713,51.776,52.995,54.289,55.554,56.712,57.711,58.563,59.326,60.098,60.941,61.9,62.934,63.918,64.68,65.108,65.128,64.817,64.404,64.207,64.446,65.225,66.449,67.902,69.265,70.312,70.963,71.306,71.486,71.726,72.181,72.898,73.814,74.848,75.875,76.806,77.616,78.338,79.001,79.658,80.345,81.068,81.812,82.561,83.293,83.992
151,Estimates,Latvia,,428,1949,1954.829,1965.114,1979.028,1995.859,2015.009,2035.996,2058.457,2082.127,2106.821,2132.368,2158.546,2185.016,2211.297,2236.844,2261.259,2284.214,2305.718,2326.128,2346.012,2365.753,2385.561,2405.212,2424.149,2441.588,2457.027,2470.263,2481.66,2491.98,2502.294,2513.397,2524.843,2536.34,2548.941,2564.006,2582.079,2604.484,2629.831,2652.684,2665.711,2663.985,2645.056,2611.306,2568.603,2525.444,2487.988,2458.305,2434.628,2414.65,2394.521,2371.481,2345.309,2317.261,2287.78,2257.647,2227.559,2197.359,2167.157,2138.258,2112.337,2090.519
152,Estimates,Lithuania,,440,2567.402,2569.877,2578.522,2591.999,2609.264,2629.571,2652.489,2677.885,2705.875,2736.748,2770.737,2807.763,2847.221,2887.887,2928.182,2966.947,3003.571,3038.216,3071.465,3104.292,3137.373,3170.887,3204.466,3237.597,3269.546,3299.819,3328.245,3355.098,3380.879,3406.311,3431.933,3457.365,3482.39,3507.839,3534.804,3563.741,3595.394,3628.637,3659.778,3683.852,3697.393,3698.824,3689.365,3671.803,3650.348,3628.079,3606.012,3583.272,3558.827,3530.932,3498.446,3461.616,3421.43,3378.41,3333.259,3286.782,3238.819,3190.088,3143.31,3101.973,3068.457
153,Estimates,Norway,16,578,3265.278,3300.422,3333.895,3366.281,3398.028,3429.431,3460.64,3491.657,3522.361,3552.545,3582.016,3610.71,3638.791,3666.69,3694.987,3724.065,3754.01,3784.579,3815.399,3845.932,3875.719,3904.75,3932.945,3959.705,3984.291,4006.221,4025.297,4041.789,4056.28,4069.626,4082.525,4095.177,4107.655,4120.386,4133.833,4148.355,4164.166,4181.326,4199.817,4219.532,4240.375,4262.367,4285.504,4309.606,4334.434,4359.788,4385.951,4412.958,4440.109,4466.468,4491.572,4514.723,4536.647,4560.013,4588.444,4624.388,4668.989,4721.08,4777.943,4835.629,4891.251
154,Estimates,Sweden,,752,7009.913,7072.08,7125.539,7173.121,7217.176,7259.579,7301.708,7344.466,7388.317,7433.373,7479.602,7527.081,7576.192,7627.722,7682.603,7741.167,7804.2,7870.642,7936.726,7997.38,8049.049,8090.044,8121.56,8146.472,8169.141,8192.693,8218.63,8245.975,8272.499,8294.832,8310.915,8319.81,8323.466,8326.196,8333.904,8350.814,8377.863,8413.658,8457.108,8506.236,8559.107,8616.535,8677.787,8737.5,8788.696,8826.72,8849.42,8859.106,8861.204,8863.595,8872.284,8888.444,8911.156,8941.754,8981.282,9030.163,9089.677,9159.155,9234.561,9310.295,9382.297
155,Estimates,United Kingdom,,826,50616.012,50631.591,50706.847,50829.945,50991.499,51184.569,51404.802,51650.292,51921.171,52218.922,52544.326,52895.269,53264.824,53640.431,54006.221,54349.873,54665.974,54953.995,55212.77,55442.983,55645.296,55819.395,55964.588,56081.341,56170.573,56234.128,56272.914,56290.495,56294.894,56296.267,56302.877,56317.411,56341.201,56379.241,56436.696,56516.86,56623.133,56754.312,56903.133,57059.077,57214.478,57367.467,57520.27,57674.335,57832.501,57997.197,58168.519,58346.633,58534.306,58735.006,58951.444,59183.774,59431.937,59697.954,59984.118,60291.414,60620.907,60970.36,61333.257,61700.797,62066.35
156,Estimates,Southern Europe,,925,108352.462,109340.391,110338.807,111326.198,112288.587,113219.536,114120.56,115000.705,115875.336,116764.048,117684.517,118645.919,119643.156,120654.4,121648.075,122603.444,123509.377,124378.404,125241.891,126144.081,127115.49,128162.706,129271.11,130423.3,131592.87,132757.122,133912.707,135055.177,136158.986,137193.246,138135.631,138973.965,139711.395,140360.612,140942.713,141473.723,141960.702,142400.881,142789.736,143119.283,143386.819,143598.836,143769.104,143912.017,144045.335,144187.071,144334.981,144501.271,144734.818,145097.502,145629.851,146347.362,147227.154,148221.917,149263.113,150294.951,151306.833,152295.313,153220.354,154036.383,154712.099
157,Estimates,Albania,,8,1214.489,1243.181,1275.597,1311.197,1349.51,1390.137,1432.752,1477.097,1522.982,1570.267,1618.829,1668.531,1719.181,1770.53,1822.299,1874.302,1926.382,1978.582,2031.167,2084.532,2138.966,2194.588,2251.32,2309.029,2367.499,2426.592,2486.256,2546.617,2607.936,2670.572,2734.776,2799.345,2863.902,2930.351,3001.325,3077.93,3162.225,3251.512,3336.434,3404.408,3446.882,3459.763,3446.858,3417.28,3384.367,3357.858,3341.043,3331.317,3325.456,3317.941,3304.948,3286.084,3263.596,3239.385,3216.197,3196.13,3179.573,3166.222,3156.608,3151.185,3150.143
158,Estimates,Andorra,,20,6.197,6.692,7.25,7.863,8.526,9.235,9.987,10.781,11.616,12.494,13.414,14.376,15.376,16.41,17.47,18.551,19.646,20.755,21.888,23.061,24.279,25.56,26.892,28.231,29.514,30.706,31.781,32.769,33.746,34.819,36.063,37.502,39.112,40.862,42.704,44.597,46.515,48.458,50.431,52.449,54.511,56.674,58.904,61.003,62.707,63.854,64.274,64.09,63.799,64.084,65.399,68,71.639,75.643,79.06,81.223,81.877,81.292,79.969,78.659,77.907
159,Estimates,Bosnia and Herzegovina,,70,2661.293,2733.997,2806.602,2877.935,2947.126,3013.602,3077.103,3137.669,3195.6,3251.384,3305.501,3358.202,3409.319,3458.189,3503.878,3545.862,3583.75,3618.161,3650.807,3684.024,3719.459,3757.982,3799.098,3841.44,3882.935,3922.171,3958.587,3992.93,4026.649,4061.827,4099.903,4138.16,4175.238,4215.148,4263.393,4321.966,4399.257,4489.555,4564.265,4584.734,4526.511,4373.715,4143.068,3882.548,3659.409,3520.996,3485.575,3535.998,3640.821,3752.004,3834.364,3879.353,3897.579,3895.779,3886.723,3879.828,3875.157,3868.665,3861.201,3853.446,3845.929
160,Estimates,Croatia,,191,3850.295,3880.276,3909.259,3936.223,3960.512,3981.844,4000.322,4016.42,4030.922,4044.826,4059.048,4074.112,4089.872,4105.4,4119.314,4130.76,4139.34,4145.801,4151.811,4159.667,4171.014,4186.557,4205.83,4227.872,4251.167,4274.636,4298.067,4321.923,4346.601,4372.731,4400.788,4429.852,4459.601,4491.725,4528.523,4571.047,4620.542,4674.802,4727.212,4768.88,4793.521,4799.066,4787.634,4762.425,4728.549,4690.192,4647.843,4601.596,4554.877,4511.766,4475.201,4446.789,4426.098,4411.37,4399.706,4388.857,4378.601,4369.337,4360.126,4349.93,4338.027
161,Estimates,Gibraltar,,292,20.498,20.644,20.773,20.879,20.961,21.022,21.073,21.127,21.208,21.336,21.529,21.797,22.133,22.51,22.894,23.256,23.59,23.901,24.185,24.438,24.661,24.844,24.991,25.121,25.266,25.443,25.666,25.922,26.185,26.409,26.568,26.651,26.671,26.65,26.621,26.611,26.623,26.653,26.7,26.76,26.833,26.924,27.035,27.146,27.235,27.285,27.28,27.234,27.191,27.215,27.351,27.618,27.992,28.413,28.796,29.08,29.242,29.304,29.296,29.267,29.253
162,Estimates,Greece,,300,7566.002,7646.718,7725.959,7805.207,7885.213,7965.998,8046.802,8126.135,8201.917,8271.724,8333.499,8386.326,8431.099,8470.808,8509.724,8551.005,8596.595,8646.013,8697.173,8746.781,8793.002,8833.582,8870.711,8912.166,8968.522,9046.544,9149.987,9274.357,9408.034,9534.673,9642.504,9728.22,9795.461,9848.045,9892.518,9934.292,9972.624,10007.304,10045.02,10094.241,10160.501,10246.749,10349.998,10462.357,10572.479,10671.809,10758.368,10833.632,10896.763,10947.724,10986.883,11012.931,11026.358,11031.728,11035.302,11041.642,11052.514,11066.884,11083.063,11098.149,11109.999
163,Estimates,Holy See,17,336,0.905,0.887,0.884,0.889,0.897,0.905,0.91,0.912,0.911,0.908,0.906,0.904,0.901,0.896,0.881,0.855,0.817,0.767,0.715,0.672,0.648,0.644,0.66,0.685,0.711,0.729,0.737,0.737,0.733,0.728,0.726,0.728,0.731,0.736,0.742,0.747,0.752,0.757,0.762,0.766,0.77,0.773,0.775,0.778,0.78,0.781,0.782,0.783,0.785,0.786,0.787,0.789,0.792,0.794,0.796,0.798,0.799,0.799,0.799,0.799,0.799
164,Estimates,Italy,,380,46366.767,46786.169,47171.793,47522.797,47841.149,48131.629,48402.035,48662.978,48927.244,49208.746,49519.365,49865.584,50245.539,50647.754,51054.725,51453.438,51839.199,52214.915,52584.012,52952.665,53324.406,53699.694,54073.556,54437.625,54780.814,55094.929,55376.631,55627.183,55848.75,56045.501,56220.606,56375.576,56509.694,56621.592,56709.123,56771.711,56808.503,56823.006,56824.307,56824.373,56831.853,56855.481,56894.444,56936.675,56964.257,56967.071,56937.309,56887.127,56850.303,56872.736,56986.085,57200.233,57501.45,57868.021,58267.068,58671.855,59078.271,59485.505,59873.82,60220.314,60508.978
165,Estimates,Malta,,470,311.997,313.068,313.815,314.358,314.778,315.111,315.357,315.474,315.387,315.002,314.241,313.082,311.596,309.953,308.394,307.095,306.163,305.582,305.269,305.078,304.932,304.771,304.703,304.997,306.023,308.025,311.098,315.115,319.824,324.859,329.937,334.982,340.02,344.983,349.821,354.497,358.936,363.119,367.148,371.174,375.295,379.551,383.872,388.114,392.075,395.615,398.698,401.373,403.688,405.716,407.529,409.116,410.493,411.79,413.17,414.747,416.584,418.64,420.796,422.872,424.738
166,Estimates,Montenegro,,499,394.738,404.845,414.52,423.816,432.772,441.406,449.714,457.676,465.257,472.409,479.099,485.319,491.111,496.566,501.813,506.949,512.02,517.026,521.962,526.808,531.555,536.185,540.724,545.254,549.882,554.67,559.69,564.887,570.038,574.84,579.088,582.632,585.565,588.228,591.105,594.509,598.606,603.201,607.814,611.773,614.601,616.158,616.63,616.282,615.521,614.669,613.774,612.812,611.947,611.367,611.196,611.525,612.325,613.448,614.67,615.82,616.854,617.8,618.649,619.408,620.078
167,Estimates,Portugal,,620,8416.969,8431.207,8473.628,8532.193,8597.225,8661.418,8719.914,8770.221,8811.959,8846.425,8875.311,8899.331,8917.02,8924.221,8915.539,8888.635,8839.855,8774.471,8709.93,8669.749,8670.352,8717.609,8805.388,8923.042,9054.184,9185.876,9315.745,9444.631,9566.479,9674.766,9764.82,9834.183,9883.285,9914.366,9931.422,9938.162,9934.2,9920.649,9904.68,9895.447,9899.45,9919.947,9955.317,10001.046,10050.045,10097.055,10140.627,10182.158,10222.54,10263.532,10306.192,10350.66,10395.63,10439.031,10478.122,10510.967,10536.701,10555.902,10569.881,10580.673,10589.792
168,Estimates,San Marino,,674,12.781,12.918,13.088,13.288,13.515,13.767,14.044,14.345,14.67,15.02,15.393,15.787,16.197,16.616,17.033,17.44,17.839,18.228,18.588,18.895,19.136,19.299,19.394,19.464,19.563,19.732,19.986,20.311,20.681,21.053,21.397,21.706,21.989,22.255,22.514,22.776,23.041,23.304,23.571,23.847,24.135,24.441,24.766,25.093,25.402,25.68,25.914,26.114,26.321,26.594,26.969,27.467,28.064,28.7,29.29,29.775,30.13,30.377,30.549,30.698,30.861
169,Estimates,Serbia,18,688,6732.256,6852.431,6966.464,7074.009,7174.925,7269.266,7357.3,7439.493,7516.484,7589.047,7657.958,7723.862,7787.148,7847.908,7906.069,7961.833,8015.274,8067.289,8119.871,8175.555,8236.185,8302.357,8373.704,8449.857,8530.036,8613.464,8700.078,8789.494,8880.134,8969.991,9057.483,9143.08,9226.892,9306.73,9379.847,9444.963,9498.091,9541.117,9585.529,9647.031,9735.429,9856.68,10003.406,10155.774,10286.132,10374.777,10414.857,10412.782,10378.462,10327.68,10272.445,10215.292,10153.869,10089.717,10023.606,9956.359,9889.237,9823.743,9760.977,9701.912,9647.109
170,Estimates,Slovenia,,705,1473.094,1485.227,1497.706,1509.988,1521.699,1532.634,1542.768,1552.244,1561.354,1570.485,1579.997,1590.084,1600.65,1611.258,1621.278,1630.319,1638.191,1645.223,1652.177,1660.1,1669.75,1681.442,1694.977,1709.971,1725.805,1742.038,1758.356,1774.903,1792.213,1811.058,1831.862,1854.78,1879.215,1903.9,1927.124,1947.594,1965,1979.495,1990.846,1998.929,2003.772,2005.157,2003.358,1999.549,1995.314,1991.848,1989.709,1988.79,1988.806,1989.178,1989.545,1989.732,1990.09,1991.368,1994.578,2000.349,2009.036,2020.156,2032.47,2044.248,2054.232
171,Estimates,Spain,19,724,28069.737,28239.243,28432.93,28643.597,28866.117,29097.441,29336.714,29585.156,29845.729,30122.568,30419.288,30737.176,31073.61,31421.382,31770.614,32114.414,32448.729,32775.861,33102.94,33440.523,33795.638,34168.93,34555.717,34950.999,35347.607,35739.162,36124.486,36501.478,36861.663,37194.771,37493.383,37755.072,37981.29,38173.761,38336.018,38471.834,38581.599,38667.885,38739.679,38808.408,38883.045,38972.944,39079.959,39196.948,39312.212,39420.568,39513.721,39603.778,39729.942,39944.692,40282.828,40756.675,41346.738,42015.864,42710.301,43387.477,44038.456,44664.067,45243.381,45754.265,46182.038
